





















































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































1,70.3552264303203,281.92964071346125
1,286.4812383712843,443.6671085940906
1,235.46305286558194,165.42755537031599
1,373.71813865898105,285.3399078980459
1,150.62915089147543,222.25376262325517
1,272.0654638734994,382.4200942140883
2,76.60604878345832,274.1240516960001
2,276.95273957571266,446.7015295772091
2,225.46383967740138,165.55299705922403
2,383.16387826942895,288.6228948324725
2,140.73823791747273,223.72680048451508
2,263.23005808794227,387.10364037106626
3,67.4455604692266,270.113384189858
3,272.33713623656377,437.8304413792687
3,225.37886264574848,155.55335812053772
3,388.3178835427203,280.0534007025437
3,134.17961896780568,231.27560949475426
3,270.27198798297104,394.2037265221985
4,71.7964996657708,261.1095334520916
4,281.85019738994396,434.7479638867233
4,215.4081927162344,154.7880208375811
4,397.8475945210206,283.08401263251153
